millis,iso_utc,display_altitude_ft,raw_altitude_ft,vario_mps,temp_f,humidity_pct,gps_fix,latitude,longitude,gps_altitude_m,gps_speed_kmph,gps_sats_used,gps_sats_seen,gps_hdop,battery_voltage,battery_percent,pitch_deg,roll_deg,heading_deg,g_force
786980,2026-07-02T19:38:25Z,35.59,-46.32,-0.33,87.1,33.4,1,26.812225,-80.227534,19.50,93.67,12,9,0.76,4.07,87,14.0,-2.8,1.02
791981,2026-07-02T19:38:30Z,33.27,-48.82,-0.13,87.0,32.9,1,26.812176,-80.226227,19.30,93.64,12,9,0.68,4.09,89,12.0,-2.6,1.10
796991,2026-07-02T19:38:35Z,33.74,-47.69,-0.06,86.9,33.1,1,26.812123,-80.224938,20.20,90.27,12,10,0.68,4.10,90,12.2,-0.5,0.92
802003,2026-07-02T19:38:40Z,30.74,-50.88,-0.26,86.7,33.0,1,26.812077,-80.223726,19.70,84.32,12,10,0.73,4.09,89,11.3,0.2,0.81
807012,2026-07-02T19:38:45Z,30.15,-51.97,-0.35,86.7,32.5,1,26.812039,-80.222567,20.00,84.41,12,5,0.73,4.10,90,16.0,-2.7,0.97
812012,2026-07-02T19:38:50Z,32.99,-48.96,0.06,86.6,33.0,1,26.812002,-80.221362,19.60,86.36,12,10,0.97,4.09,89,14.6,-2.2,0.99
817012,2026-07-02T19:38:55Z,31.46,-50.38,0.03,86.5,33.2,1,26.811971,-80.220152,19.10,86.34,12,10,0.77,4.11,91,12.9,-1.7,1.13
822019,2026-07-02T19:39:00Z,33.49,-48.51,-0.22,86.4,32.8,1,26.811940,-80.218932,18.50,88.84,12,10,0.73,4.10,90,15.5,-2.1,0.93
827032,2026-07-02T19:39:05Z,32.12,-50.10,-0.18,86.1,33.1,1,26.811918,-80.217695,18.90,88.23,12,10,0.73,3.89,69,13.8,-2.1,0.84
832044,2026-07-02T19:39:10Z,32.78,-48.79,0.13,86.0,33.2,1,26.811893,-80.216463,18.80,87.51,12,10,0.74,4.09,89,13.3,-5.3,0.97
837056,2026-07-02T19:39:15Z,30.29,-52.37,-0.07,86.0,32.9,1,26.811869,-80.215257,18.80,85.62,12,10,0.73,4.10,90,11.3,-2.3,1.19
842063,2026-07-02T19:39:20Z,31.67,-50.57,-0.38,85.8,33.2,1,26.811843,-80.214073,19.10,83.91,12,5,0.83,4.10,90,14.6,-0.6,0.85
847068,2026-07-02T19:39:25Z,28.89,-53.08,-0.41,85.8,33.5,1,26.811815,-80.212903,18.90,83.49,12,10,0.83,4.10,90,12.1,-2.7,0.93
852087,2026-07-02T19:39:30Z,27.21,-54.72,-0.42,85.7,33.0,1,26.811783,-80.211695,18.20,85.84,12,10,0.81,4.10,90,13.4,-4.6,1.20
857087,2026-07-02T19:39:35Z,28.69,-53.67,-0.39,85.8,33.0,1,26.811754,-80.210496,18.70,85.21,12,10,0.68,4.09,89,14.6,-0.6,0.87
862088,2026-07-02T19:39:40Z,28.73,-52.15,0.10,85.9,33.6,1,26.811733,-80.209343,18.40,77.30,12,9,0.73,4.10,90,24.7,18.2,0.89
867101,2026-07-02T19:39:45Z,25.03,-55.89,0.26,86.0,35.0,1,26.811708,-80.208272,18.00,73.52,12,5,0.75,4.10,90,8.2,6.2,1.04
872111,2026-07-02T19:39:50Z,23.69,-58.63,-0.23,86.1,34.9,1,26.811696,-80.207286,18.60,65.15,12,2,0.75,4.09,89,8.5,10.6,1.12
877121,2026-07-02T19:39:55Z,17.84,-64.33,-0.56,86.0,33.2,1,26.811672,-80.206457,19.20,49.69,12,7,0.74,4.10,90,5.1,3.9,0.95
882125,2026-07-02T19:40:00Z,10.44,-71.58,-0.35,86.0,32.8,1,26.811658,-80.205940,19.70,23.39,12,5,0.74,4.10,90,4.0,4.3,1.09
887131,2026-07-02T19:40:05Z,10.09,-71.45,0.11,86.0,32.4,1,26.811648,-80.205673,20.30,21.82,12,5,0.71,4.10,90,20.2,12.5,1.07
892131,2026-07-02T19:40:10Z,13.59,-67.79,0.25,85.8,32.9,1,26.811637,-80.205216,20.40,42.48,12,7,0.78,4.09,89,18.8,7.3,0.95
897143,2026-07-02T19:40:15Z,17.61,-64.18,0.14,85.8,33.3,1,26.811615,-80.204468,19.90,61.91,12,5,0.84,4.10,90,15.9,8.2,1.11
902144,2026-07-02T19:40:20Z,23.06,-58.93,-0.07,85.9,32.8,1,26.811600,-80.203503,19.90,73.64,12,9,0.81,4.10,90,14.1,1.9,0.88
907157,2026-07-02T19:40:25Z,20.80,-60.94,-0.15,85.8,32.4,1,26.811579,-80.202477,19.40,70.65,12,9,0.75,4.09,89,8.8,4.8,1.06
912157,2026-07-02T19:40:30Z,20.24,-61.60,0.09,85.7,32.5,1,26.811548,-80.201551,19.50,62.60,12,9,0.77,4.09,89,6.4,3.2,0.93
917157,2026-07-02T19:40:35Z,15.02,-67.65,-0.89,85.6,32.6,1,26.811529,-80.200789,19.70,44.08,12,5,0.83,4.09,89,4.5,3.2,0.94
922172,2026-07-02T19:40:40Z,10.97,-70.81,-0.05,85.5,32.2,1,26.811471,-80.200373,19.30,21.52,12,5,0.71,4.09,89,12.1,-9.5,1.09
927172,2026-07-02T19:40:45Z,10.38,-71.67,-0.14,85.6,32.7,1,26.811220,-80.200320,18.50,19.37,12,5,0.71,4.08,88,11.3,4.2,0.99
932177,2026-07-02T19:40:50Z,9.77,-71.88,0.05,85.6,32.7,1,26.810929,-80.200297,18.80,26.21,12,5,0.85,4.09,89,3.7,20.2,1.01
937184,2026-07-02T19:40:55Z,10.25,-71.69,0.04,85.6,32.4,1,26.810843,-80.200033,18.70,17.71,12,5,0.90,4.10,90,6.6,1.5,1.00
942184,2026-07-02T19:41:00Z,9.36,-72.43,-0.08,85.5,32.4,1,26.810757,-80.199923,19.10,10.85,12,5,0.71,4.10,90,11.5,0.9,1.07
947188,2026-07-02T19:41:05Z,9.79,-71.99,-0.01,85.5,32.0,1,26.810680,-80.199883,18.90,7.33,12,6,0.67,4.10,90,11.3,2.0,0.99
952188,2026-07-02T19:41:10Z,9.41,-72.33,0.02,85.5,31.9,1,26.810678,-80.199858,18.70,0.43,12,6,0.67,4.09,89,12.3,1.8,0.99
957192,2026-07-02T19:41:15Z,9.75,-72.01,0.02,85.5,32.4,1,26.810676,-80.199859,18.60,0.35,12,1,0.76,4.10,90,9.1,1.3,1.03
962201,2026-07-02T19:41:20Z,10.20,-71.64,-0.07,85.5,32.7,1,26.810671,-80.199858,18.40,0.67,12,8,0.75,4.09,89,9.4,1.1,1.00
967208,2026-07-02T19:41:25Z,7.10,-71.99,0.72,85.5,34.5,1,26.810669,-80.199858,18.20,0.26,12,6,0.81,4.10,90,10.6,1.1,0.99
972217,2026-07-02T19:41:30Z,9.82,-71.97,-0.00,85.5,34.6,1,26.810667,-80.199855,17.80,0.57,12,6,0.85,4.10,90,9.5,1.7,1.02
977229,2026-07-02T19:41:35Z,9.77,-71.94,0.01,85.5,34.7,1,26.810665,-80.199853,17.70,0.06,12,6,0.76,4.09,89,9.7,1.6,1.03
982233,2026-07-02T19:41:40Z,10.02,-71.77,0.00,85.6,35.1,1,26.810663,-80.199850,18.00,0.30,12,2,0.75,4.10,90,9.6,1.6,1.00
987237,2026-07-02T19:41:45Z,9.95,-71.83,-0.00,85.6,36.0,1,26.810661,-80.199849,17.60,0.24,12,2,0.76,4.09,89,9.4,1.8,1.02
992244,2026-07-02T19:41:50Z,10.05,-71.74,-0.01,85.7,36.6,1,26.810659,-80.199848,17.50,0.13,12,6,0.79,4.09,89,9.5,1.8,1.00
997258,2026-07-02T19:41:55Z,9.96,-71.84,-0.00,85.7,36.8,1,26.810657,-80.199846,17.80,0.41,12,6,0.83,4.10,90,9.6,1.7,1.01
1002267,2026-07-02T19:42:00Z,9.95,-71.83,0.01,85.8,36.9,1,26.810655,-80.199844,17.90,0.24,12,2,0.73,4.10,90,9.8,1.7,0.98
1007274,2026-07-02T19:42:05Z,9.91,-71.87,0.00,85.8,37.1,1,26.810655,-80.199843,18.10,0.09,12,2,0.83,4.10,90,10.9,1.9,1.05
1012277,2026-07-02T19:42:10Z,9.82,-71.96,-0.01,85.9,38.0,1,26.810655,-80.199841,18.50,0.17,12,1,0.76,4.09,89,9.6,1.7,1.01
1017284,2026-07-02T19:42:15Z,9.92,-71.87,0.00,85.9,38.1,1,26.810655,-80.199839,18.80,0.19,12,1,0.84,4.09,89,9.6,1.7,1.01
1022289,2026-07-02T19:42:20Z,9.73,-72.05,-0.00,85.9,38.4,1,26.810654,-80.199838,18.70,0.17,12,1,0.74,4.09,89,9.6,1.7,1.01
1027301,2026-07-02T19:42:25Z,9.52,-72.29,-0.03,86.0,38.4,1,26.810654,-80.199836,19.10,0.26,12,11,0.80,4.08,88,9.6,1.7,1.01
1032301,2026-07-02T19:42:30Z,9.29,-72.49,0.00,86.1,38.4,1,26.810654,-80.199834,19.80,0.24,12,1,0.83,4.10,90,9.6,1.7,1.01
1037305,2026-07-02T19:42:35Z,9.48,-72.34,-0.00,86.2,38.5,1,26.810654,-80.199833,21.10,0.24,12,11,0.84,4.09,89,9.6,1.7,1.01
1042307,2026-07-02T19:42:40Z,9.35,-72.38,0.00,86.3,38.6,1,26.810654,-80.199835,21.70,0.22,12,6,0.74,4.08,88,9.6,1.7,1.01
1047323,2026-07-02T19:42:45Z,9.26,-72.54,-0.02,86.4,38.3,1,26.810655,-80.199838,21.90,0.24,12,6,0.68,4.09,89,9.6,1.6,1.01
1052337,2026-07-02T19:42:50Z,9.06,-72.71,-0.01,86.4,38.2,1,26.810657,-80.199839,22.60,0.44,12,6,0.68,4.09,89,9.5,1.7,1.01
1057342,2026-07-02T19:42:55Z,9.08,-72.66,0.02,86.4,38.3,1,26.810658,-80.199838,23.10,0.04,12,6,0.68,4.09,89,9.6,1.7,1.01
1062350,2026-07-02T19:43:00Z,9.32,-72.45,0.01,86.5,38.3,1,26.810660,-80.199838,24.10,0.06,12,6,0.76,4.09,89,9.6,1.7,1.01
1067359,2026-07-02T19:43:05Z,9.23,-72.56,-0.02,86.6,38.4,1,26.810661,-80.199836,24.90,0.28,12,6,0.81,4.08,88,9.5,1.6,1.01
1072363,2026-07-02T19:43:10Z,9.17,-72.64,-0.01,86.7,38.5,1,26.810662,-80.199835,25.00,0.19,12,6,0.83,4.09,89,9.7,1.7,1.01
1077376,2026-07-02T19:43:15Z,8.92,-72.87,-0.02,86.8,38.7,1,26.810661,-80.199833,25.10,0.41,12,6,0.91,4.08,88,9.6,1.7,1.01
1082377,2026-07-02T19:43:20Z,9.18,-72.58,0.02,86.8,38.8,1,26.810659,-80.199831,25.00,0.15,12,6,0.83,4.09,89,9.5,1.7,1.01
1087389,2026-07-02T19:43:25Z,9.32,-72.45,0.00,86.9,38.9,1,26.810659,-80.199830,25.20,0.11,12,6,0.91,4.09,89,9.5,1.7,1.01
1092389,2026-07-02T19:43:30Z,9.36,-72.44,-0.00,86.9,39.0,1,26.810658,-80.199829,24.90,0.33,12,6,0.89,4.09,89,9.6,1.7,1.01
1097401,2026-07-02T19:43:35Z,9.39,-72.37,0.00,87.0,39.1,1,26.810657,-80.199829,23.90,0.22,12,10,0.79,4.09,89,9.6,1.7,1.01
1102410,2026-07-02T19:43:40Z,9.30,-72.48,-0.01,87.1,39.1,1,26.810657,-80.199830,23.10,0.02,12,3,0.79,4.08,88,9.6,1.7,1.01
1107413,2026-07-02T19:43:45Z,9.21,-72.57,-0.01,87.2,39.1,1,26.810658,-80.199832,22.40,0.20,12,11,0.77,4.09,89,9.6,1.7,1.01
1112428,2026-07-02T19:43:50Z,9.17,-72.63,-0.02,87.3,39.3,1,26.810660,-80.199832,22.50,0.20,12,6,0.72,4.09,89,9.6,1.7,1.01
1117441,2026-07-02T19:43:55Z,8.94,-72.87,-0.00,87.3,39.4,1,26.810662,-80.199833,22.80,0.33,12,6,0.72,4.09,89,9.6,1.7,1.01
1122456,2026-07-02T19:44:00Z,9.04,-72.75,0.00,87.4,39.5,1,26.810666,-80.199833,23.30,0.09,12,6,0.69,4.08,88,9.6,1.7,1.01
1127467,2026-07-02T19:44:05Z,9.31,-72.50,0.01,87.5,39.6,1,26.810667,-80.199831,23.60,0.26,12,3,0.85,4.08,88,9.6,1.7,1.01
1132474,2026-07-02T19:44:10Z,9.01,-72.80,-0.02,87.6,39.7,1,26.810665,-80.199832,22.40,0.04,12,4,0.79,4.09,89,9.6,1.7,1.01
1137483,2026-07-02T19:44:15Z,9.03,-72.77,0.01,87.6,39.7,1,26.810662,-80.199831,22.50,0.11,12,4,1.00,4.10,90,9.5,1.7,1.01
1142503,2026-07-02T19:44:20Z,8.96,-72.86,-0.01,87.7,39.8,1,26.810661,-80.199831,22.60,0.19,12,10,0.82,4.09,89,9.5,1.7,1.01
1147511,2026-07-02T19:44:25Z,8.86,-72.92,-0.03,87.8,39.9,1,26.810666,-80.199828,23.00,0.48,12,10,0.73,4.09,89,9.4,1.7,1.01
1152523,2026-07-02T19:44:30Z,9.05,-72.67,0.05,87.8,39.9,1,26.810670,-80.199828,25.20,0.15,12,5,0.81,4.08,88,9.6,1.7,1.01
1157539,2026-07-02T19:44:35Z,9.01,-72.82,-0.04,87.9,40.0,1,26.810671,-80.199827,26.40,0.17,12,5,0.78,4.08,88,9.6,1.7,1.01
1162547,2026-07-02T19:44:40Z,8.61,-73.18,-0.01,88.0,40.1,1,26.810669,-80.199826,26.80,0.15,12,5,0.86,4.09,89,9.4,1.7,1.01
1167559,2026-07-02T19:44:45Z,8.54,-73.11,0.09,88.1,40.2,1,26.810665,-80.199822,27.50,0.09,12,5,0.92,4.10,90,9.6,1.7,1.01
1172573,2026-07-02T19:44:50Z,8.85,-72.95,-0.01,88.1,40.2,1,26.810662,-80.199822,27.40,0.00,12,6,0.92,4.09,89,9.6,1.7,1.01
1177576,2026-07-02T19:44:55Z,8.62,-73.18,-0.02,88.2,40.3,1,26.810659,-80.199822,27.40,0.06,12,6,0.86,4.09,89,9.6,1.7,1.01
1182583,2026-07-02T19:45:00Z,8.13,-73.66,-0.01,88.3,40.4,1,26.810657,-80.199822,27.80,0.15,12,5,0.91,4.08,88,9.5,1.7,1.01
1187596,2026-07-02T19:45:05Z,8.73,-73.06,-0.01,88.3,40.4,1,26.810655,-80.199820,27.90,0.19,12,5,0.76,4.09,89,9.6,1.7,1.01
1192610,2026-07-02T19:45:10Z,8.56,-73.22,-0.01,88.5,40.6,1,26.810657,-80.199826,26.90,0.20,12,10,0.83,4.09,89,9.5,1.7,1.01
1197626,2026-07-02T19:45:15Z,8.52,-73.25,-0.00,88.6,40.6,1,26.810656,-80.199827,25.90,0.11,12,6,0.90,4.10,90,9.6,1.7,1.01
1202636,2026-07-02T19:45:20Z,8.38,-73.40,-0.00,88.6,40.6,1,26.810655,-80.199828,25.70,0.11,12,6,0.77,4.09,89,9.6,1.7,1.01
1207643,2026-07-02T19:45:25Z,8.83,-72.95,0.02,88.6,40.6,1,26.810655,-80.199830,24.70,0.07,12,5,0.95,4.09,89,9.6,1.7,1.01
1212661,2026-07-02T19:45:30Z,8.82,-72.94,0.01,88.7,40.7,1,26.810656,-80.199833,22.90,0.22,12,5,0.86,4.09,89,9.5,1.7,1.01
1217677,2026-07-02T19:45:35Z,8.52,-73.26,-0.02,88.7,40.6,1,26.810656,-80.199833,22.30,0.17,12,5,0.83,4.09,89,9.5,1.7,1.01
1222688,2026-07-02T19:45:40Z,8.04,-73.81,-0.05,88.8,40.6,1,26.810656,-80.199831,22.40,0.24,12,5,0.92,4.08,88,9.6,1.7,1.01
1227701,2026-07-02T19:45:45Z,8.65,-73.17,-0.02,88.9,40.6,1,26.810656,-80.199829,22.80,0.06,12,9,0.90,4.09,89,9.5,1.7,1.01
1232709,2026-07-02T19:45:50Z,8.64,-73.16,-0.00,89.0,40.8,1,26.810653,-80.199826,23.30,0.33,12,10,1.09,4.08,88,9.6,1.7,1.01
1237723,2026-07-02T19:45:55Z,8.52,-73.28,-0.01,89.0,40.9,1,26.810651,-80.199825,23.60,0.07,12,10,0.84,4.08,88,9.6,1.7,1.01
1242733,2026-07-02T19:46:00Z,8.54,-73.28,-0.01,89.1,40.9,1,26.810650,-80.199826,23.20,0.26,12,7,0.79,4.08,88,9.6,1.7,1.01
1247745,2026-07-02T19:46:05Z,8.44,-73.34,-0.01,89.2,40.8,1,26.810649,-80.199827,22.20,0.06,12,5,0.76,4.10,90,9.5,1.7,1.01
1252757,2026-07-02T19:46:10Z,8.39,-73.36,0.01,89.3,40.7,1,26.810651,-80.199825,24.10,0.04,12,5,0.76,4.09,89,9.6,1.7,1.01
1257765,2026-07-02T19:46:15Z,8.30,-73.49,-0.02,89.3,40.8,1,26.810649,-80.199825,23.90,0.15,12,4,0.79,4.07,87,9.5,1.7,1.01
1262773,2026-07-02T19:46:20Z,8.35,-73.40,0.01,89.4,40.8,1,26.810643,-80.199819,25.40,0.31,12,4,0.80,4.08,88,9.5,1.7,1.01
1267784,2026-07-02T19:46:25Z,8.24,-73.59,-0.04,89.4,40.7,1,26.810640,-80.199817,25.80,0.20,12,5,0.88,4.09,89,9.5,1.7,1.01
1272797,2026-07-02T19:46:30Z,8.05,-73.70,0.03,89.5,40.8,1,26.810635,-80.199814,25.10,0.85,12,5,0.90,4.09,89,9.6,1.7,1.01
1277808,2026-07-02T19:46:35Z,8.41,-73.37,-0.00,89.6,40.7,1,26.810626,-80.199812,24.00,0.17,12,5,1.03,4.08,88,9.6,1.7,1.01
1282823,2026-07-02T19:46:40Z,8.63,-73.18,0.01,89.7,40.8,1,26.810622,-80.199812,23.20,0.35,12,6,0.91,4.08,88,9.6,1.7,1.01
1287836,2026-07-02T19:46:45Z,8.50,-73.28,-0.00,89.7,40.7,1,26.810621,-80.199810,22.70,0.33,12,6,0.82,4.08,88,9.6,1.7,1.01
1292851,2026-07-02T19:46:50Z,8.65,-73.14,0.01,89.8,40.7,1,26.810619,-80.199808,21.50,0.28,12,6,0.96,4.08,88,9.6,1.7,1.01
1297863,2026-07-02T19:46:55Z,8.59,-73.19,-0.00,89.8,40.7,1,26.810618,-80.199806,20.40,0.31,12,6,0.96,4.10,90,9.6,1.7,1.01
1302871,2026-07-02T19:47:00Z,8.38,-73.39,0.01,89.9,40.7,1,26.810616,-80.199804,19.20,0.30,12,5,0.97,4.08,88,9.6,1.7,1.01
1307882,2026-07-02T19:47:05Z,8.55,-73.24,0.00,90.0,40.8,1,26.810616,-80.199803,18.30,0.19,12,5,0.88,4.09,89,9.6,1.7,1.01
1312895,2026-07-02T19:47:10Z,8.32,-73.41,0.04,90.0,40.7,1,26.810615,-80.199803,17.50,0.15,12,11,0.80,4.08,88,9.6,1.7,1.01
1317909,2026-07-02T19:47:15Z,8.27,-73.53,-0.02,90.1,40.8,1,26.810613,-80.199803,16.80,0.24,12,4,0.85,4.09,89,9.5,1.7,1.01
1322915,2026-07-02T19:47:20Z,8.28,-73.48,-0.01,90.2,40.9,1,26.810618,-80.199809,16.90,0.20,12,10,1.03,4.08,88,9.6,1.7,1.01
1327924,2026-07-02T19:47:25Z,8.30,-73.48,-0.00,90.2,41.0,1,26.810617,-80.199810,17.80,0.24,12,5,0.74,4.08,88,9.5,1.7,1.01
1332940,2026-07-02T19:47:31Z,8.27,-73.51,0.00,90.3,41.0,1,26.810616,-80.199808,18.20,0.11,12,5,0.81,4.08,88,9.5,1.7,1.01
1337947,2026-07-02T19:47:36Z,8.48,-73.25,0.03,90.3,40.9,1,26.810616,-80.199809,17.90,0.33,12,6,0.81,4.09,89,9.6,1.7,1.01
1342958,2026-07-02T19:47:41Z,8.42,-73.37,-0.01,90.4,40.9,1,26.810620,-80.199813,17.70,0.11,12,6,0.81,4.08,88,9.5,1.7,1.01
1347968,2026-07-02T19:47:46Z,8.55,-73.22,0.01,90.5,41.0,1,26.810624,-80.199819,17.70,0.09,12,6,1.03,4.08,88,9.6,1.7,1.01
1352975,2026-07-02T19:47:51Z,8.60,-73.20,-0.01,90.5,41.1,1,26.810628,-80.199822,17.90,0.22,12,5,0.90,4.08,88,9.6,1.8,1.02
1357990,2026-07-02T19:47:56Z,8.71,-73.08,0.00,90.6,41.1,1,26.810631,-80.199824,17.80,0.19,12,6,0.90,4.08,88,9.6,1.7,1.01
1363011,2026-07-02T19:48:01Z,8.68,-73.09,0.02,90.6,41.2,1,26.810636,-80.199826,17.50,0.09,12,6,0.90,4.08,88,9.6,1.7,1.01
1368035,2026-07-02T19:48:06Z,8.71,-73.10,-0.00,90.7,41.2,1,26.810639,-80.199828,17.50,0.17,12,7,0.90,4.08,88,9.5,1.7,1.01
1373048,2026-07-02T19:48:11Z,8.72,-73.09,-0.01,90.8,41.3,1,26.810643,-80.199833,16.50,0.15,12,7,1.03,4.08,88,9.5,1.7,1.01
1378060,2026-07-02T19:48:16Z,8.79,-72.97,0.02,90.8,41.2,1,26.810646,-80.199840,15.30,0.24,12,8,0.92,4.08,88,9.5,1.7,1.01
1383066,2026-07-02T19:48:21Z,8.75,-73.05,-0.01,90.9,41.3,1,26.810646,-80.199840,13.80,0.33,12,8,0.83,4.09,89,9.6,1.7,1.01
1388077,2026-07-02T19:48:26Z,8.65,-73.14,-0.00,91.0,41.3,1,26.810643,-80.199838,13.40,0.30,12,5,0.83,4.08,88,9.5,1.7,1.01
1393088,2026-07-02T19:48:31Z,8.46,-73.33,-0.01,91.0,41.4,1,26.810637,-80.199835,13.70,0.04,12,5,0.76,4.08,88,9.5,1.7,1.01
1398094,2026-07-02T19:48:36Z,8.64,-73.13,0.01,91.1,41.4,1,26.810636,-80.199833,13.60,0.19,12,4,0.87,4.08,88,9.5,1.7,1.01
1403108,2026-07-02T19:48:41Z,8.88,-72.94,-0.00,91.1,41.5,1,26.810635,-80.199832,13.70,0.22,12,4,0.98,4.09,89,9.6,1.7,1.01
1408124,2026-07-02T19:48:46Z,8.75,-73.03,-0.00,91.2,41.5,1,26.810631,-80.199825,16.20,0.28,12,11,1.02,4.08,88,9.6,1.7,1.01
1413133,2026-07-02T19:48:51Z,8.73,-73.07,-0.02,91.3,41.6,1,26.810628,-80.199820,17.90,0.17,12,4,1.05,4.09,89,9.6,2.0,0.98
1418156,2026-07-02T19:48:56Z,8.76,-73.01,0.01,91.3,41.5,1,26.810625,-80.199815,20.10,0.24,12,4,1.05,4.08,88,9.7,1.8,0.99
1423169,2026-07-02T19:49:01Z,8.85,-72.92,0.01,91.4,41.6,1,26.810623,-80.199814,20.10,0.09,12,7,0.83,4.08,88,9.5,1.7,1.01
1428180,2026-07-02T19:49:06Z,8.55,-72.98,0.58,91.4,48.7,1,26.810620,-80.199815,19.10,0.17,12,5,0.75,4.08,88,9.9,1.8,1.01
1433196,2026-07-02T19:49:11Z,8.71,-73.06,-0.01,91.5,46.5,1,26.810620,-80.199815,18.90,0.22,12,5,0.71,4.09,89,9.7,1.6,1.01
1438202,2026-07-02T19:49:16Z,8.36,-73.44,-0.02,91.5,46.4,1,26.810620,-80.199815,18.70,0.11,12,5,0.87,4.08,88,9.7,1.6,1.01
1443217,2026-07-02T19:49:21Z,8.53,-73.30,-0.04,91.6,46.1,1,26.810621,-80.199814,19.40,0.15,12,4,0.83,4.08,88,8.9,0.7,1.07
1448226,2026-07-02T19:49:26Z,8.71,-73.04,0.01,91.7,45.3,1,26.810621,-80.199812,19.70,0.09,12,10,0.84,4.08,88,9.7,1.6,1.01
1453236,2026-07-02T19:49:31Z,8.79,-73.00,0.00,91.7,44.4,1,26.810621,-80.199811,20.70,0.19,12,5,0.79,4.09,89,9.8,1.6,1.01
1458244,2026-07-02T19:49:36Z,8.94,-72.84,0.02,91.8,44.2,1,26.810626,-80.199812,21.50,0.50,12,6,0.90,4.08,88,9.8,1.6,1.01
1463264,2026-07-02T19:49:41Z,8.83,-72.96,-0.01,91.9,43.9,1,26.810623,-80.199810,21.90,0.13,12,6,0.98,4.10,90,9.8,1.6,1.01
1468274,2026-07-02T19:49:46Z,8.74,-73.06,-0.00,92.0,43.8,1,26.810617,-80.199806,22.10,0.37,12,6,0.79,4.10,90,9.7,1.6,1.01
1473289,2026-07-02T19:49:51Z,8.58,-73.24,-0.03,92.0,43.7,1,26.810619,-80.199806,23.30,0.28,12,5,0.84,4.08,88,9.7,1.6,1.01
1478302,2026-07-02T19:49:56Z,8.57,-73.23,-0.02,92.1,43.8,1,26.810618,-80.199805,23.60,0.26,12,5,0.84,4.08,88,9.7,1.6,1.01
1483316,2026-07-02T19:50:01Z,8.42,-73.41,-0.04,92.1,43.8,1,26.810616,-80.199803,23.40,0.22,12,5,0.81,4.08,88,9.8,1.6,1.01
1488321,2026-07-02T19:50:06Z,8.74,-73.03,0.02,92.1,43.7,1,26.810613,-80.199802,23.70,0.39,12,5,0.85,4.08,88,9.8,1.6,1.01
1493341,2026-07-02T19:50:11Z,8.73,-73.07,-0.02,92.2,43.5,1,26.810610,-80.199800,23.80,0.22,12,5,0.89,4.09,89,9.7,1.6,1.01
1498361,2026-07-02T19:50:16Z,8.74,-73.09,-0.03,92.2,43.5,1,26.810610,-80.199800,24.00,0.07,12,5,0.86,4.08,88,9.8,1.6,1.01
1503370,2026-07-02T19:50:21Z,8.60,-73.21,-0.01,92.3,43.5,1,26.810612,-80.199803,24.20,0.20,12,5,0.82,4.08,88,9.7,1.6,1.01
1508386,2026-07-02T19:50:26Z,8.60,-73.18,-0.00,92.4,43.6,1,26.810616,-80.199804,24.40,0.31,12,5,0.82,4.07,87,9.7,1.6,1.01
1513400,2026-07-02T19:50:31Z,8.50,-73.29,-0.01,92.4,43.5,1,26.810620,-80.199806,24.80,0.09,12,5,0.79,4.08,88,9.8,1.6,1.01
1518415,2026-07-02T19:50:36Z,8.44,-73.33,0.00,92.4,43.5,1,26.810616,-80.199805,24.20,0.15,12,5,0.82,4.10,90,9.8,1.6,1.01
1523432,2026-07-02T19:50:41Z,8.78,-73.03,-0.00,92.5,43.5,1,26.810614,-80.199805,23.90,0.35,12,6,0.80,4.07,87,9.7,1.6,1.01
1528445,2026-07-02T19:50:46Z,8.87,-72.91,0.01,92.6,43.5,1,26.810616,-80.199807,23.50,0.09,12,5,0.90,4.07,87,9.8,1.6,1.01
1533453,2026-07-02T19:50:51Z,8.93,-72.83,0.03,92.6,43.6,1,26.810620,-80.199809,23.30,0.30,12,5,0.68,4.08,88,9.7,1.6,1.01
1538466,2026-07-02T19:50:56Z,8.91,-72.87,0.00,92.7,43.6,1,26.810636,-80.199823,21.30,0.11,12,5,0.67,4.08,88,9.8,1.6,1.01
1543478,2026-07-02T19:51:01Z,8.74,-73.03,-0.00,92.7,43.5,1,26.810635,-80.199823,20.80,0.26,12,6,0.68,4.08,88,9.7,1.6,1.01
1548488,2026-07-02T19:51:06Z,8.74,-73.03,0.00,92.8,43.6,1,26.810630,-80.199823,20.20,0.37,12,5,0.75,4.08,88,9.8,1.6,1.01
1553498,2026-07-02T19:51:11Z,8.89,-72.87,0.01,92.8,43.6,1,26.810629,-80.199824,20.00,0.04,12,5,0.69,4.08,88,9.8,1.6,1.01
1558516,2026-07-02T19:51:16Z,9.14,-72.66,-0.00,92.8,43.5,1,26.810631,-80.199825,20.40,0.30,12,5,0.78,4.09,89,9.7,1.6,1.01
1563530,2026-07-02T19:51:21Z,9.03,-72.74,-0.01,92.9,43.6,1,26.810633,-80.199824,21.10,0.26,12,5,0.87,4.08,88,9.8,1.6,1.01
1568534,2026-07-02T19:51:26Z,9.03,-72.72,0.02,93.0,43.5,1,26.810636,-80.199825,21.40,0.20,12,10,0.70,4.07,87,9.8,1.6,1.01
1573556,2026-07-02T19:51:31Z,9.18,-72.66,-0.02,93.0,43.5,1,26.810634,-80.199825,21.10,0.09,12,10,0.80,4.09,89,9.8,1.6,1.01
